,frame_no,class_id,class_name,id,x,y,w,h
1,77,2,car,2,382.9290466308594,418.8768005371094,121.76953125,75.86572265625
2,77,2,car,5,484.585693359375,391.5321044921875,47.628021240234375,39.585052490234375
0,78,7,truck,1,576.0125122070312,372.2794189453125,78.6861572265625,99.44100952148438
1,78,2,car,2,383.8598937988281,418.842529296875,125.77447509765625,76.85198974609375
2,78,2,car,5,483.5966796875,392.40533447265625,48.865142822265625,38.644073486328125
3,78,2,car,7,273.801513671875,407.880859375,72.01957702636719,35.83197021484375
0,79,7,truck,1,575.9910278320312,372.304443359375,79.2659912109375,100.99642944335938
1,79,2,car,2,383.5760498046875,419.1657409667969,125.79635620117188,76.9827880859375
2,79,2,car,5,482.94293212890625,392.521728515625,50.378753662109375,38.465087890625
3,79,2,car,7,267.985595703125,408.40997314453125,76.69941711425781,37.78729248046875
0,80,7,truck,1,575.3251953125,372.1767578125,79.84100341796875,102.34353637695312
1,80,2,car,2,382.9785461425781,420.58404541015625,126.22119140625,77.8154296875
2,80,2,car,5,481.986572265625,392.5479431152344,52.24884033203125,39.43756103515625
3,80,2,car,7,256.30145263671875,410.1250305175781,79.25138854980469,40.7210693359375
0,81,7,truck,1,574.5606689453125,372.84307861328125,79.84979248046875,104.78451538085938
1,81,2,car,2,383.5390319824219,421.24560546875,126.6265869140625,78.3729248046875
2,81,2,car,5,481.3468017578125,392.17791748046875,53.3477783203125,41.368743896484375
3,81,2,car,7,246.30642700195312,412.1829833984375,86.38368225097656,42.2896728515625
0,82,7,truck,1,574.0848388671875,372.9007568359375,79.70733642578125,105.44180297851562
1,82,2,car,2,384.09735107421875,421.16888427734375,126.37942504882812,78.30615234375
2,82,2,car,5,481.1469421386719,391.7490539550781,53.69659423828125,42.20257568359375
3,82,2,car,7,243.433837890625,412.69073486328125,88.65232849121094,42.904693603515625
0,83,7,truck,1,574.787841796875,373.2492370605469,80.2918701171875,106.1400146484375
1,83,2,car,2,383.55255126953125,421.63916015625,127.633056640625,78.929443359375
2,83,2,car,5,480.38232421875,391.3621826171875,54.656463623046875,44.65460205078125
3,83,2,car,7,238.12191772460938,414.3079833984375,91.81794738769531,41.665985107421875
0,84,7,truck,1,574.61767578125,372.8818359375,81.24041748046875,105.92764282226562
1,84,2,car,2,382.93426513671875,422.16741943359375,128.89047241210938,79.90823364257812
2,84,2,car,5,473.8466796875,390.1527404785156,67.5823974609375,48.322265625
3,84,2,car,7,228.68032836914062,416.03125,94.75929260253906,42.242706298828125
0,85,7,truck,1,574.7215576171875,373.4259948730469,81.98321533203125,108.3563232421875
1,85,2,car,2,382.1283874511719,422.63037109375,130.15716552734375,80.74554443359375
2,85,2,car,5,468.630615234375,389.12005615234375,75.58340454101562,50.5137939453125
3,85,2,car,7,221.21954345703125,416.72003173828125,100.37309265136719,43.388458251953125
0,86,5,bus,1,574.5194702148438,373.49420166015625,83.6514892578125,112.0152587890625
1,86,2,car,2,381.0819396972656,422.6362609863281,132.1236572265625,80.81512451171875
2,86,2,car,5,473.93328857421875,391.72991943359375,62.937591552734375,47.20733642578125
3,86,2,car,7,202.15469360351562,418.7590637207031,99.45903015136719,41.55316162109375
0,87,5,bus,1,573.9046630859375,373.23480224609375,84.8988037109375,113.412841796875
1,87,2,car,2,380.6080322265625,422.42071533203125,133.21865844726562,81.05911254882812
2,87,2,car,5,475.5409240722656,393.758544921875,57.24322509765625,44.156158447265625
3,87,2,car,7,185.23568725585938,420.2531433105469,94.77445983886719,41.27838134765625
0,88,5,bus,1,573.3915405273438,373.04974365234375,85.1610107421875,113.617431640625
1,88,2,car,2,380.6507873535156,422.1994934082031,133.35107421875,80.98223876953125
2,88,2,car,5,476.1390075683594,394.41925048828125,55.1434326171875,42.849334716796875
3,88,2,car,7,179.76809692382812,420.5235595703125,92.17591857910156,40.665557861328125
0,89,5,bus,1,572.9331665039062,372.64837646484375,86.9500732421875,115.81903076171875
1,89,2,car,2,380.280517578125,422.15850830078125,133.92022705078125,81.30319213867188
2,89,2,car,5,475.75897216796875,395.5250244140625,54.454132080078125,41.745513916015625
3,89,2,car,7,175.8784637451172,421.4700927734375,105.35894775390625,43.100067138671875
0,90,5,bus,1,572.5900268554688,372.2698974609375,88.3221435546875,116.978271484375
1,90,2,car,2,380.1643371582031,422.02850341796875,134.042236328125,80.92813110351562
2,90,2,car,5,474.9850769042969,395.63885498046875,54.084228515625,42.48614501953125
3,90,2,car,7,161.52767944335938,423.2373352050781,105.46339416503906,45.61859130859375
0,91,5,bus,1,572.3414306640625,372.14654541015625,90.19024658203125,118.11138916015625
1,91,2,car,2,379.7486572265625,421.8470458984375,134.31161499023438,80.68997192382812
2,91,2,car,5,474.2191162109375,395.7864074707031,53.990325927734375,43.185302734375
3,91,2,car,7,146.02886962890625,425.262939453125,105.70923614501953,48.586151123046875
0,92,5,bus,1,571.417724609375,371.705078125,94.31402587890625,118.8262939453125
1,92,2,car,2,378.8006286621094,421.93548583984375,135.36102294921875,81.26361083984375
2,92,2,car,5,473.675048828125,396.8609619140625,53.3084716796875,41.96307373046875
3,92,2,car,7,122.33029174804688,428.0674743652344,112.68181610107422,53.328125
0,93,5,bus,1,570.5118408203125,371.567138671875,95.82879638671875,119.52154541015625
1,93,2,car,2,378.8494873046875,422.3970947265625,134.71176147460938,82.62936401367188
2,93,2,car,5,473.1243896484375,397.52972412109375,53.2232666015625,41.1937255859375
3,93,2,car,7,106.75886535644531,430.63494873046875,115.36080932617188,56.355987548828125
0,94,5,bus,1,569.9560546875,371.628662109375,95.93603515625,119.73358154296875
1,94,2,car,2,379.1573181152344,422.31781005859375,134.1331787109375,82.81649780273438
2,94,2,car,5,472.9393310546875,397.609130859375,53.057373046875,40.850921630859375
3,94,2,car,7,101.86388397216797,431.28131103515625,116.44032287597656,57.40576171875
0,95,5,bus,1,569.7448120117188,372.38934326171875,95.9346923828125,120.10202026367188
1,95,2,car,2,378.59210205078125,422.75653076171875,133.76980590820312,83.20956420898438
2,95,2,car,5,472.7379150390625,398.54132080078125,53.826934814453125,40.61029052734375
3,95,2,car,7,89.94940185546875,432.5626220703125,116.71221160888672,58.213623046875
0,96,5,bus,1,570.3690185546875,372.8800048828125,95.7332763671875,121.0921630859375
1,96,2,car,2,378.16143798828125,423.44708251953125,133.3809814453125,83.03903198242188
2,96,2,car,5,472.02294921875,398.68414306640625,54.0916748046875,41.250946044921875
3,96,2,car,7,77.828857421875,436.0626525878906,122.4736328125,62.27850341796875
4,96,2,car,8,159.766357421875,417.28662109375,65.13692474365234,40.53857421875
0,97,5,bus,1,570.4574584960938,372.95758056640625,96.6026611328125,121.82522583007812
1,97,2,car,2,378.2012939453125,423.8804931640625,134.58767700195312,82.80648803710938
2,97,2,car,5,471.2996520996094,398.5382080078125,56.38397216796875,43.00714111328125
3,97,2,car,8,148.20462036132812,419.9764404296875,69.90617370605469,42.22088623046875
0,98,5,bus,1,570.58349609375,373.39447021484375,97.66143798828125,123.32095336914062
1,98,2,car,2,376.9867858886719,424.7742614746094,136.68218994140625,82.129150390625
2,98,2,car,5,469.9812316894531,399.14788818359375,57.12774658203125,44.993988037109375
3,98,2,car,8,124.62162780761719,424.01171875,78.99093627929688,47.3255615234375
0,99,5,bus,1,570.339111328125,373.467041015625,98.118408203125,124.10690307617188
1,99,2,car,2,377.4906005859375,425.10101318359375,136.31582641601562,81.47653198242188
2,99,2,car,5,468.95245361328125,399.6812438964844,56.542205810546875,45.1563720703125
3,99,2,car,8,106.85163879394531,425.3597717285156,89.26847076416016,49.24786376953125
4,99,2,car,9,232.777587890625,410.9268798828125,39.40751647949219,23.296173095703125
0,100,5,bus,1,570.0035400390625,373.3765869140625,97.93804931640625,124.14892578125
1,100,2,car,2,377.446044921875,424.68017578125,135.440185546875,81.62713623046875
2,100,2,car,5,468.6591796875,399.6588439941406,56.038604736328125,45.09832763671875
3,100,2,car,8,101.33915710449219,425.2890625,92.958251953125,49.709442138671875
4,100,2,car,9,232.71484375,410.9092712402344,39.49543762207031,23.4482421875
0,101,5,bus,1,570.6095581054688,373.65924072265625,98.7728271484375,124.70462036132812
1,101,2,car,2,377.0748291015625,424.96942138671875,135.97750854492188,82.17477416992188
2,101,2,car,5,468.3617858886719,399.7564697265625,56.3656005859375,46.04998779296875
3,101,2,car,8,91.28192138671875,427.1607666015625,97.05078125,51.225250244140625
4,101,2,car,9,231.50082397460938,411.2510681152344,39.57731628417969,23.87054443359375
0,102,5,bus,1,570.605224609375,374.32135009765625,99.31207275390625,125.83590698242188
1,102,2,car,2,377.05908203125,425.3721923828125,136.07992553710938,82.53494262695312
2,102,2,car,5,468.0828552246094,399.4486083984375,56.28271484375,47.43182373046875
3,102,2,car,8,78.72409057617188,428.90557861328125,105.00070190429688,52.820343017578125
4,102,2,car,9,230.6324005126953,411.26702880859375,39.918701171875,24.053466796875
0,103,5,bus,1,571.27685546875,374.41363525390625,99.62115478515625,125.70779418945312
1,103,2,car,2,377.42724609375,425.38140869140625,136.49053955078125,82.600830078125
2,103,2,car,5,466.95263671875,400.12945556640625,57.647369384765625,46.848175048828125
3,103,2,car,8,62.083465576171875,431.3192443847656,112.15101623535156,55.864013671875
4,103,2,car,9,228.9281768798828,411.57940673828125,38.672119140625,24.456756591796875
0,104,5,bus,1,571.8134765625,374.29266357421875,100.88543701171875,126.91339111328125
1,104,2,car,2,377.3612060546875,425.23590087890625,137.56655883789062,82.07720947265625
2,104,2,car,5,465.2113037109375,400.21673583984375,58.799468994140625,46.674713134765625
3,104,2,car,8,46.85805130004883,432.6019287109375,93.71610260009766,56.362762451171875
4,104,2,car,9,223.94442749023438,412.35546875,40.80804443359375,24.763885498046875
0,105,5,bus,1,571.8828125,374.4397277832031,100.98004150390625,126.99664306640625
1,105,2,car,2,377.35107421875,424.8757019042969,138.70474243164062,81.8519287109375
2,105,2,car,5,463.5562744140625,398.9328308105469,60.382232666015625,48.80322265625
3,105,2,car,8,37.31519317626953,432.98529052734375,74.63038635253906,55.437957763671875
4,105,2,car,9,222.0572509765625,412.0911865234375,41.55897521972656,24.73187255859375
0,106,5,bus,1,571.626953125,374.5052490234375,100.79205322265625,126.61813354492188
1,106,2,car,2,377.5638122558594,424.62664794921875,138.82171630859375,81.66314697265625
2,106,2,car,5,462.71136474609375,398.2629089355469,61.327850341796875,49.884033203125
3,106,2,car,8,34.81584548950195,432.9140930175781,69.6316909790039,54.758544921875
4,106,2,car,9,222.00225830078125,411.91729736328125,41.69189453125,24.704376220703125
0,107,5,bus,1,571.6021728515625,374.34539794921875,101.390625,127.64056396484375
1,107,2,car,2,377.30535888671875,424.38824462890625,138.66586303710938,81.50906372070312
2,107,2,car,5,460.74322509765625,397.1025390625,64.79632568359375,51.581329345703125
3,107,2,car,8,29.429664611816406,433.93096923828125,58.85932922363281,56.027069091796875
4,107,2,car,9,220.22384643554688,412.10540771484375,41.83952331542969,24.524444580078125
0,108,5,bus,1,571.503173828125,374.169677734375,102.60638427734375,129.71490478515625
1,108,2,car,2,377.1340026855469,424.20416259765625,139.29083251953125,81.06524658203125
2,108,2,car,5,460.124267578125,396.0523681640625,64.248291015625,53.9620361328125
3,108,2,car,8,23.1827392578125,435.3915710449219,46.365478515625,57.14630126953125
4,108,2,car,9,218.4007110595703,411.9778747558594,41.561676025390625,24.2149658203125
0,109,5,bus,1,571.9840087890625,374.1440734863281,102.64752197265625,130.3499755859375
1,109,2,car,2,376.9638977050781,424.173095703125,139.619384765625,81.30337524414062
2,109,2,car,5,459.4407958984375,395.8002624511719,63.4454345703125,54.45928955078125
3,109,2,car,8,13.778559684753418,436.1040954589844,27.557119369506836,58.04620361328125
4,109,2,car,9,216.7346649169922,411.9141845703125,42.170562744140625,23.69598388671875
